CUST_TYPE,C_FIRST_NM,C_MDL_NM,C_LAST_NM,C_GENDER,C_BIRTHDT,C_AGE,C_MARITAL,C_INCOME,C_SRC_CHNL,C_PREF_CHNL,C_CUST_STATUS,C_CUST_LFCYCL,C_EMP_STATUS,C_CRD_RTNG,C_ORG,C_OWN,C_ANN_REV,C_CITY,C_POSTAL,C_STATE,C_COUNTRY,CUST_CODE,C_INCOMEGRP
Corporate,Ashutosh,Jagdish,Bhatt,Male,30-Jun-66,39,Single,138093.5902,Direct Mailer,Web,Active,Mature,Employed,4,·Citi Port Financial Services,,1147526.386,Ahmedabad,215001,Gujarat,India,934,"1,00,000PA to 2,00,000PA"
Individual,Rajnish,Kenneth,Ohol,Female,04-Sep-80,25,Single,480745.0538,Direct Mailer,Web,Active,Mature,Employed,2,Kanoria Chemicals & Industries Limited,,1338180.366,Mumbai,400052,Maharashtra,India,935,"4,00,000PA to 5,00,000PA"
NRI,Vijaya,,Joshi,Male,22-Jun-78,27,Married,255954.4361,SMS,Telephone,Inactive,Attrition,Self Employed,8,Era Financial Services (India) Limited,Private,1129073.153,Mumbai,400001,Maharashtra,India,936,"2,00,000PA to 3,00,000PA"
Individual,Kapil,Shishir,Nevatia,Male,19-Jun-77,28,Single,196038.0184,Direct Mailer,Web,Active,Mature,Employed,1,Sunitee Chemicals Limited,,1254466.556,Ahmedabad,215008,Gujarat,India,937,"1,00,000PA to 2,00,000PA"
Corporate,Vijay,Bhikhubhi,Kava,Male,06-Nov-72,33,Single,187334.7456,Direct Mailer,Web,Dormant,Prospect,Employed,8,Tainwala Polycontainers Limited,,1157320.146,Pune,200098,Maharashtra,India,938,"1,00,000PA to 2,00,000PA"
NRI,Sarita,,Dsouza,Male,23-Apr-71,34,Single,202450.6834,Direct Mailer,Web,Inactive,Acquired,Employed,8,PH Trading Limited,,1077296.805,Baroda,213050,Gujarat,India,939,"2,00,000PA to 3,00,000PA"
Corporate,Sandeep,P,Joshi,Female,01-Dec-80,25,Married,174866.0366,Direct Mailer,Web,Active,Mature,Unemployed,7,Seagull Leafin Limited,,1248499.237,Mysore,110009,Karnataka,India,940,"1,00,000PA to 2,00,000PA"
Individual,Paul,,George,Male,30-Apr-80,25,Single,317950.4712,Direct Mailer,Web,Active,Mature,Employed,7,Fidelity Finance Limited,,1170690.824,Ahmedabad,215008,Gujarat,India,941,"3,00,000PA to 4,00,000PA"
NRI,Swapan,,Garain,Male,28-Jan-69,36,Single,357647.7924,SMS,Telephone,Inactive,Acquired,Employed,8,Maharaja Shree Umaid Mills Limited,,1357166.402,Surat,210012,Gujarat,India,942,"3,00,000PA to 4,00,000PA"
Individual,Haresh,Popatlal,Satra,Male,10-May-79,26,Single,439384.0922,Direct Mailer,Web,Active,Mature,Employed,6,Telesys Software Limited,,1479945,Ahmedabad,215008,Gujarat,India,943,"4,00,000PA to 5,00,000PA"
Corporate,Saroj,Vimal,Doshi,Male,21-Jun-72,33,Married,150798.9453,Direct Mailer,Web,Active,Attrition,Unemployed,4,Standard Medical & Pharmaceuticals Limited,,1242629.53,Mumbai,400007,Maharashtra,India,944,"1,00,000PA to 2,00,000PA"
NRI,Parimal,Hasmukhlal,Desai,Female,19-Feb-73,32,Single,359468.3973,Direct Mailer,Web,Dormant,Prospect,Self Employed,3,Libords Securities Limited,Public,1134029.879,Pune,200097,Maharashtra,India,945,"3,00,000PA to 4,00,000PA"
Corporate,Mary,Varghese,Keeppanass,Male,14-Mar-66,39,Single,149898.7962,Direct Mailer,Web,Active,Mature,Employed,3,·Bagade India Engineering,,1217732.742,Bangalore,110007,Karnataka,India,946,"1,00,000PA to 2,00,000PA"
Individual,Nitin,Kashiram,Ambure,Male,13-Apr-76,29,Single,228083.4458,Direct Mailer,Web,Active,Mature,Employed,7,Prudential ICICI Spice Fund,,1116886.567,Ahmedabad,215008,Gujarat,India,947,"2,00,000PA to 3,00,000PA"
NRI,Vrushali,Vijay,Gurjar,Male,16-Oct-79,26,Married,325612.6029,SMS,Telephone,Inactive,Acquired,Unemployed,8,Ras Extrusions Limited,,1480844.562,Bangalore,110001,Karnataka,India,948,"3,00,000PA to 4,00,000PA"
Individual,Laya,Ramesh,Chandra,Male,12-May-75,30,Single,414181.3151,Direct Mailer,Web,Active,Mature,Employed,3,Geekay Exim (India) Limited,,1151332.772,Pune,200009,Maharashtra,India,949,"4,00,000PA to 5,00,000PA"
Corporate,Ratnachandra,,Harshadrai,Female,04-Nov-68,37,Single,321535.1327,Direct Mailer,Web,Active,Mature,Employed,7,Fourth Generation Information Systems Limited,,1432446.534,Mysore,110009,Karnataka,India,950,"3,00,000PA to 4,00,000PA"
NRI,Sadia,,Banan,Male,13-Mar-79,26,Single,190063.2591,Direct Mailer,Web,Inactive,Acquired,Employed,7,Krishna Synthetics Limited,,1206691.041,Baroda,213050,Gujarat,India,951,"1,00,000PA to 2,00,000PA"
Corporate,Dolly,Jethanand,Khatwani,Male,01-Oct-77,28,Married,112643.7981,Direct Mailer,Web,Dormant,Attrition,Unemployed,8,Sree Meenakshi Mills Limited,,1255661.024,Mumbai,400052,Maharashtra,India,952,"1,00,000PA to 2,00,000PA"
Individual,Punam,Deswal,Sharma,Male,30-Nov-74,31,Single,458723.3679,Direct Mailer,Web,Active,Mature,Employed,7,N C L Industries Limited,,1429803.889,Ahmedabad,215008,Gujarat,India,953,"4,00,000PA to 5,00,000PA"
NRI,Rahul,Dinesh,Sheth,Male,17-May-67,38,Single,450374.0355,SMS,Telephone,Inactive,Acquired,Self Employed,2,"Saraswati Industrial Syndicate Limited, The",Private,1438808.137,Mumbai,400001,Maharashtra,India,954,"4,00,000PA to 5,00,000PA"
Individual,Haji,Habib,Karim,Female,15-Sep-73,32,Single,237515.4192,Direct Mailer,Web,Active,Mature,Employed,9,Global Capital Markets Limited,,1145647.086,Surat,210030,Gujarat,India,955,"2,00,000PA to 3,00,000PA"
Corporate,Nitesh,Dhirajlal,Kava,Male,02-May-80,25,Married,405029.3298,Direct Mailer,Web,Active,Mature,Unemployed,8,Intra Infotech Limited,,1106513.068,Baroda,213013,Gujarat,India,956,"4,00,000PA to 5,00,000PA"
NRI,Elish,,Samuel,Male,25-Jan-72,33,Single,286475.3244,Direct Mailer,Web,Inactive,Acquired,Employed,6,R T C L Limited,,1003535.383,Bangalore,110007,Karnataka,India,957,"2,00,000PA to 3,00,000PA"
Corporate,Bhavana,Pahlaj,Aswani,Male,22-Jun-73,32,Single,359828.7951,Direct Mailer,Web,Active,Mature,Employed,4,J M Tax Cover 98 Dividend,,1473211.39,Ahmedabad,215001,Gujarat,India,958,"3,00,000PA to 4,00,000PA"
Individual,Devika,Satish,Sahni,Male,20-Apr-79,26,Single,434872.4788,Direct Mailer,Web,Dormant,Prospect,Employed,1,Mahaan Foods Limited,,1475466.71,Mangalore,130009,Karnataka,India,959,"4,00,000PA to 5,00,000PA"
NRI,Jitendra,Narhari,Kale,Female,29-May-71,34,Married,437419.6803,Email,SMS,Inactive,Attrition,Unemployed,3,Oasis Media Matrix Limited,,1063151.675,Mumbai,400007,Maharashtra,India,960,"4,00,000PA to 5,00,000PA"
Individual,Santosh,Kumar,Gupta,Male,31-Oct-70,35,Single,107591.565,Direct Mailer,Web,Active,Mature,Employed,5,Amzel Automotive Limited,,1446124.198,Ahmedabad,215008,Gujarat,India,961,"1,00,000PA to 2,00,000PA"
Corporate,Girish,M,Desai,Male,04-Jun-78,27,Single,380732.6298,Direct Mailer,Web,Active,Mature,Employed,7,Zyden Gentec Limited,,1142813.558,Pune,200009,Maharashtra,India,962,"3,00,000PA to 4,00,000PA"
NRI,Ishwar,Parmanand,Chotran,Male,27-Jan-74,31,Single,362110.2983,Direct Mailer,Web,Inactive,Acquired,Self Employed,9,Fourth Generation Information Systems Limited,Public,1353116.542,Mysore,130010,Karnataka,India,963,"3,00,000PA to 4,00,000PA"
Corporate,Sanjyot,S,Gandhi,Male,18-Jan-70,35,Married,444060.0889,Direct Mailer,Web,Active,Mature,Unemployed,8,Galaxy Agrico Exports Limited,,1065822.328,Baroda,213013,Gujarat,India,964,"4,00,000PA to 5,00,000PA"
Individual,Sunil,Vasant,Kirtane,Female,15-Apr-80,25,Single,374936.1287,Direct Mailer,Web,Active,Mature,Employed,2,Synergy Multibase Limited,,1344258.001,Surat,210030,Gujarat,India,965,"3,00,000PA to 4,00,000PA"
NRI,Jayant,Swamy,Bharadwaj,Male,28-Aug-68,37,Single,416892.7155,SMS,Telephone,Dormant,Prospect,Employed,5,Hind Industries Limited,,1031206.633,Pune,200098,Maharashtra,India,966,"4,00,000PA to 5,00,000PA"
Individual,Fargish,Kaizad,Mistry,Male,04-May-76,29,Single,457287.2862,Direct Mailer,Web,Active,Mature,Employed,7,·Bombay Potteries & Tiles Ltd,,1290370.854,Ahmedabad,215008,Gujarat,India,967,"4,00,000PA to 5,00,000PA"
Corporate,Harish,R,Patel,Male,10-May-74,31,Married,113620.412,Direct Mailer,Web,Active,Attrition,Unemployed,3,·Birla Capital And Finance,,1248813.066,Bangalore,110007,Karnataka,India,968,"1,00,000PA to 2,00,000PA"
NRI,Chetan,Indubhai,Shah,Male,14-Oct-80,25,Single,301818.5788,Direct Mailer,Web,Inactive,Acquired,Employed,3,P V D Plast Mould Industries Limited,,1316024.193,Mumbai,400052,Maharashtra,India,969,"3,00,000PA to 4,00,000PA"
Corporate,Kasimali,Fatehally,Merch,Female,19-Oct-76,29,Single,238373.4082,Direct Mailer,Web,Active,Mature,Employed,5,Raunaq Automotive Components Limited,,1385368.656,Mysore,110009,Karnataka,India,970,"2,00,000PA to 3,00,000PA"
Individual,Devshi,Vijpar,Maru,Male,04-Nov-66,39,Single,321282.7024,Direct Mailer,Web,Active,Mature,Employed,7,Elpro International Limited,,1031100.341,Ahmedabad,215008,Gujarat,India,971,"3,00,000PA to 4,00,000PA"
NRI,Sudhaben,V,Dave,Male,06-Dec-77,28,Married,230588.4109,SMS,Telephone,Inactive,Acquired,Self Employed,1,Natura Hue Chem Limited,Private,1285947.191,Mumbai,400001,Maharashtra,India,972,"2,00,000PA to 3,00,000PA"
Individual,Mamta,Dharamshi,Ashani,Male,20-Sep-76,29,Single,320776.4858,Direct Mailer,Web,Dormant,Prospect,Employed,4,O R G Informatics Limited,,1267744.657,Mangalore,130009,Karnataka,India,973,"3,00,000PA to 4,00,000PA"
Corporate,Sagar,Vijay,Hulyalkar,Male,10-Nov-74,31,Single,100635.3926,Direct Mailer,Web,Active,Mature,Employed,2,Paschim Petrochem Limited,,1050286.808,Ahmedabad,215001,Gujarat,India,974,"1,00,000PA to 2,00,000PA"
NRI,Sripriya,,Narasimhan,Female,21-Jan-65,40,Single,238701.8851,Direct Mailer,Web,Inactive,Acquired,Employed,7,Amzel Automotive Limited,,1279185.355,Pune,200097,Maharashtra,India,975,"2,00,000PA to 3,00,000PA"
Corporate,Manjiri,Vikram,Mayee,Male,24-Jun-67,38,Married,296080.1098,Direct Mailer,Web,Active,Attrition,Unemployed,4,O R G Informatics Limited,,1364330.942,Mumbai,400007,Maharashtra,India,976,"2,00,000PA to 3,00,000PA"
Individual,Shilpa,Sanjeev,Shetty,Male,21-Sep-78,27,Single,446502.2478,Direct Mailer,Web,Active,Mature,Employed,9,Ambica Agarbathies & Aroma Industries Limited,,1214299.697,Ahmedabad,215008,Gujarat,India,977,"4,00,000PA to 5,00,000PA"
NRI,Marjorie,,Mascarenhas,Male,06-Jun-66,39,Single,306502.7454,SMS,Telephone,Inactive,Acquired,Employed,5,Nariman Point Chemical Industries Limited,,1399007.604,Surat,210012,Gujarat,India,978,"3,00,000PA to 4,00,000PA"
Individual,Krishnakant,Kanaiyalal,M,Male,16-Oct-79,26,Single,393805.6059,Direct Mailer,Web,Active,Mature,Employed,2,·Crest Animation Studios,,1203290.066,Bangalore,110007,Karnataka,India,979,"3,00,000PA to 4,00,000PA"
Corporate,Manjula,Bharatkumar,Shah,Female,18-Mar-68,37,Married,391205.3763,Direct Mailer,Web,Dormant,Prospect,Unemployed,1,Add-Life Pharma Limited,,1307319.684,Pune,200098,Maharashtra,India,980,"3,00,000PA to 4,00,000PA"
NRI,Pooja,Suresh,Gupta,Male,19-Feb-74,31,Single,175462.3773,Direct Mailer,Web,Inactive,Acquired,Self Employed,6,Add-Life Pharma Limited,Public,1090658.144,Mysore,130010,Karnataka,India,981,"1,00,000PA to 2,00,000PA"
Corporate,Deepak,R,Shinde,Male,12-Jan-75,30,Single,103666.8537,Direct Mailer,Web,Active,Mature,Employed,9,Ambica Agarbathies & Aroma Industries Limited,,1327868.446,Ahmedabad,215001,Gujarat,India,982,"1,00,000PA to 2,00,000PA"
Individual,Nadeem,Abbas,Ali,Male,07-Oct-71,34,Single,209749.5096,Direct Mailer,Web,Active,Mature,Employed,4,Premier Explosives Limited,,1376660.956,Ahmedabad,215008,Gujarat,India,983,"2,00,000PA to 3,00,000PA"
NRI,Sundarraj,,Kaushik,Male,08-Sep-77,28,Married,240139.9077,SMS,Telephone,Inactive,Attrition,Unemployed,5,J B Chemicals & Pharmaceuticals Limited,,1337128.87,Bangalore,110001,Karnataka,India,984,"2,00,000PA to 3,00,000PA"
Individual,Trupti,Uday,Merchant,Female,19-Sep-71,34,Single,356824.7517,Direct Mailer,Web,Active,Mature,Employed,1,·Baroda Electric Meters,,1035270.279,Surat,210030,Gujarat,India,985,"3,00,000PA to 4,00,000PA"
Corporate,Sajit,Padmanabhan,Nambia,Male,16-May-69,36,Single,111965.9221,Direct Mailer,Web,Active,Mature,Employed,2,Q-Flex Cables Limited,,1288009.957,Mumbai,400052,Maharashtra,India,986,"1,00,000PA to 2,00,000PA"
NRI,Manoj,,Gupta,Male,07-Aug-70,35,Single,140866.4475,Direct Mailer,Web,Dormant,Prospect,Employed,7,·Binaca Synthetics Resins,,1316661.462,Mangalore,130009,Karnataka,India,987,"1,00,000PA to 2,00,000PA"
Corporate,Sarat,Kumar,Palai,Male,12-Nov-66,39,Married,332552.1571,Direct Mailer,Web,Active,Mature,Unemployed,9,Indbank Merchant Banking Services Limited,,1131639.968,Pune,200009,Maharashtra,India,988,"3,00,000PA to 4,00,000PA"
Individual,Eknath,Anant,Bait,Male,20-Oct-67,38,Single,159990.3055,Direct Mailer,Web,Active,Mature,Employed,3,Krishna Synthetics Limited,,1454563.338,Ahmedabad,215008,Gujarat,India,989,"1,00,000PA to 2,00,000PA"
NRI,Chirag,Ramnik,Shah,Female,21-Feb-74,31,Single,237552.1368,Fax,Direct Mailer,Inactive,Acquired,Self Employed,5,Remi Process Plant & Machinery Limited,Private,1403655.024,Mumbai,400001,Maharashtra,India,990,"2,00,000PA to 3,00,000PA"
Individual,Jaya,,Prasad,Male,21-Jul-69,36,Single,377644.8283,Direct Mailer,Web,Active,Mature,Employed,7,Merck Limited,,1243055.249,Ahmedabad,215008,Gujarat,India,991,"3,00,000PA to 4,00,000PA"
Corporate,Fatima,Alimohammed,Juman,Male,05-Feb-67,38,Married,169739.9009,Direct Mailer,Web,Active,Attrition,Unemployed,5,Munak Chemicals Limited,,1133183.171,Mumbai,400007,Maharashtra,India,992,"1,00,000PA to 2,00,000PA"
NRI,Jerome,Claduis,Mendes,Male,25-Jul-80,25,Single,266293.6627,Direct Mailer,Web,Inactive,Acquired,Employed,4,Martin Burn Limited,,1123219.854,Baroda,213050,Gujarat,India,993,"2,00,000PA to 3,00,000PA"
Corporate,Ramakrishnan,,Suryanaraya,Male,23-Apr-70,35,Single,121819.8745,Direct Mailer,Web,Dormant,Prospect,Employed,6,Ajanta Soya Limited,,1188643.16,Pune,200098,Maharashtra,India,994,"1,00,000PA to 2,00,000PA"
Individual,Hdfc,Bank,Salary,Female,15-Apr-77,28,Single,369325.4353,Direct Mailer,Web,Active,Mature,Employed,5,Washington Softwares Limited,,1156748.52,Surat,210030,Gujarat,India,995,"3,00,000PA to 4,00,000PA"
NRI,Rajesh,Gopinathan,Nair,Male,19-Aug-80,25,Married,414330.453,SMS,Telephone,Inactive,Acquired,Unemployed,8,Fidelity Finance Limited,,1342420.8,Bangalore,110001,Karnataka,India,996,"4,00,000PA to 5,00,000PA"
Individual,Jharna,,Basu,Male,16-Apr-77,28,Single,105727.1322,Direct Mailer,Web,Active,Mature,Employed,7,·Chokhani International,,1045399.033,Ahmedabad,215008,Gujarat,India,997,"1,00,000PA to 2,00,000PA"
Corporate,Suresh,Baburao,More,Male,02-Feb-75,30,Single,467131.3001,Direct Mailer,Web,Active,Mature,Employed,1,Kunststoffe Industries Limited,,1313630.213,Ahmedabad,215001,Gujarat,India,998,"4,00,000PA to 5,00,000PA"
NRI,Akshay,Hemant,Shah,Male,12-Feb-73,32,Single,322944.2013,Direct Mailer,Web,Inactive,Acquired,Self Employed,7,Avery India Limited,Public,1080476.438,Mysore,130010,Karnataka,India,999,"3,00,000PA to 4,00,000PA"
Corporate,Vasantha,,Muthukumar,Female,29-May-80,25,Married,374156.4761,Direct Mailer,Web,Active,Attrition,Unemployed,3,Jaypee Hotels Limited,,1225907.461,Mysore,110009,Karnataka,India,1000,"3,00,000PA to 4,00,000PA"
Individual,Jyoti,Harishchandra,Dhar,Male,18-Nov-65,40,Single,413910.2311,Direct Mailer,Web,Dormant,Prospect,Employed,8,Tinna Overseas Limited,,1030713.966,Pune,200009,Maharashtra,India,1001,"4,00,000PA to 5,00,000PA"
NRI,Allwyn,John,Dsilva,Male,24-Jul-74,31,Single,257453.324,SMS,Telephone,Inactive,Acquired,Employed,6,Shimoga Technologies Limited,,1253405.52,Surat,210012,Gujarat,India,1002,"2,00,000PA to 3,00,000PA"
Individual,Jagdish,,K,Male,29-May-76,29,Single,196388.9082,Direct Mailer,Web,Active,Mature,Employed,8,Overseas Sanmar Financial Limited,,1269901.956,Mumbai,400052,Maharashtra,India,1003,"1,00,000PA to 2,00,000PA"
Corporate,Dhananjay,Deepak,Goregao,Male,17-May-77,28,Married,232572.7732,Direct Mailer,Web,Active,Mature,Unemployed,6,·Bishnauth Tea Company,,1295331.007,Baroda,213013,Gujarat,India,1004,"2,00,000PA to 3,00,000PA"
NRI,Kamal,Hamatlal,Doshi,Female,09-Oct-76,29,Single,352355.2672,Direct Mailer,Web,Inactive,Acquired,Employed,7,·Clarity Financial Services Ltd,,1403045.9,Pune,200097,Maharashtra,India,1005,"3,00,000PA to 4,00,000PA"
Corporate,Kirti,Vivek,Pandit,Male,28-Mar-67,38,Single,184233.5439,Direct Mailer,Web,Active,Mature,Employed,1,H B L Nife Power Systems Limited,,1038994.018,Ahmedabad,215001,Gujarat,India,1006,"1,00,000PA to 2,00,000PA"
Individual,Ravindra,Kashiram,Gawde,Male,12-May-65,40,Single,179201.0302,Direct Mailer,Web,Active,Mature,Employed,2,Asean Industrial Structures Limited,,1091948.757,Ahmedabad,215008,Gujarat,India,1007,"1,00,000PA to 2,00,000PA"
NRI,Kalpana,Vishwas,Sirwaiya,Male,01-Jan-69,36,Married,348147.0614,SMS,Telephone,Dormant,Attrition,Self Employed,4,·BNR Udyog,Private,1463001.577,Mumbai,400001,Maharashtra,India,1008,"3,00,000PA to 4,00,000PA"
Individual,Vishwas,Jaidev,Sirwaiya,Male,28-Jul-79,26,Single,400742.745,Direct Mailer,Web,Active,Mature,Employed,6,Nagarjuna Construction Company,,1167514.763,Ahmedabad,215008,Gujarat,India,1009,"4,00,000PA to 5,00,000PA"
Corporate,Chandrashekhar,Bhaskar,B,Female,16-Mar-71,34,Single,447142.2415,Direct Mailer,Web,Active,Mature,Employed,9,Modern Terry Towels Limited,,1493132.988,Mysore,110009,Karnataka,India,1010,"4,00,000PA to 5,00,000PA"
NRI,Madangopal,Thakurdas,Wad,Male,28-Dec-67,38,Single,423364.5284,Direct Mailer,Web,Inactive,Acquired,Employed,5,Enbee Trade & Finance Limited,,1251939.189,Baroda,213050,Gujarat,India,1011,"4,00,000PA to 5,00,000PA"
Corporate,Sangeeta,Prashant,Patil,Male,13-Jul-70,35,Married,242467.3212,Direct Mailer,Web,Active,Mature,Unemployed,4,·Chandrika Traders,,1176402.116,Bangalore,110007,Karnataka,India,1012,"2,00,000PA to 3,00,000PA"
Individual,Vilas,Chandrakant,Chogle,Male,24-Aug-66,39,Single,121711.2318,Direct Mailer,Web,Active,Mature,Employed,6,Rajasthan Gases Limited,,1383247.69,Ahmedabad,215008,Gujarat,India,1013,"1,00,000PA to 2,00,000PA"
NRI,Kedar,Digambar,Gosavi,Male,07-Apr-71,34,Single,248100.3589,SMS,Telephone,Inactive,Acquired,Employed,6,O C L India Limited,,1444790.259,Pune,200009,Maharashtra,India,1014,"2,00,000PA to 3,00,000PA"
Individual,Samir,Ashok,Sorte,Female,22-Jul-70,35,Single,168223.8367,Direct Mailer,Web,Dormant,Prospect,Employed,3,P V D Plast Mould Industries Limited,,1417425.474,Mangalore,130009,Karnataka,India,1015,"1,00,000PA to 2,00,000PA"
Corporate,Vasantha,,Perumal,Male,25-Sep-67,38,Married,136592.3159,Direct Mailer,Web,Active,Attrition,Unemployed,7,Arihant Capital Markets Limited,,1444035.586,Mangalore,130040,Karnataka,India,1016,"1,00,000PA to 2,00,000PA"
NRI,R,,Kundhavee,Male,02-Apr-76,29,Single,184216.3399,Direct Mailer,Web,Inactive,Acquired,Self Employed,3,Sterling Tools Limited,Public,1082011.019,Mysore,130010,Karnataka,India,1017,"1,00,000PA to 2,00,000PA"
Corporate,Sandeep,S,Jadhav,Male,30-Jun-71,34,Single,300066.4397,Direct Mailer,Web,Active,Mature,Employed,5,·Wyeth,,1462033.501,Ahmedabad,215001,Gujarat,India,1018,"3,00,000PA to 4,00,000PA"
Individual,Vinita,,Agarwal,Male,21-Jan-77,28,Single,226529.5879,Direct Mailer,Web,Active,Mature,Employed,1,Alstom Projects India Limited,,1302715.937,Ahmedabad,215008,Gujarat,India,1019,"2,00,000PA to 3,00,000PA"
NRI,Nisha,Bhargav,Upadhyay,Female,09-Feb-75,30,Married,411789.4128,Email,SMS,Inactive,Acquired,Unemployed,5,·Camlin,,1391863.267,Mumbai,400052,Maharashtra,India,1020,"4,00,000PA to 5,00,000PA"
Individual,Vijay,Kumar,Jain,Male,21-Jul-72,33,Single,112309.0774,Direct Mailer,Web,Active,Mature,Employed,6,Elpro International Limited,,1079179.947,Ahmedabad,215008,Gujarat,India,1021,"1,00,000PA to 2,00,000PA"
Corporate,Dharmesh,Dhirajlal,Parek,Male,28-Feb-73,32,Single,431804.7583,Direct Mailer,Web,Dormant,Prospect,Employed,7,Albright & Wilson Chemicals India Limited,,1240632.639,Pune,200098,Maharashtra,India,1022,"4,00,000PA to 5,00,000PA"
NRI,John,Abraham,Patteril,Male,19-Jul-80,25,Single,496925.2622,Direct Mailer,Web,Inactive,Acquired,Employed,5,Shriram Overseas Finance Limited,,1436996.026,Bangalore,110007,Karnataka,India,1023,"4,00,000PA to 5,00,000PA"
Corporate,Gopa,Kumar,T,Male,03-Jul-78,27,Married,447563.3912,Direct Mailer,Web,Active,Attrition,Unemployed,9,J M Tax Cover 98 Dividend,,1106734.899,Mumbai,400007,Maharashtra,India,1024,"4,00,000PA to 5,00,000PA"
Individual,Elizabath,T,Moses,Female,21-Jan-70,35,Single,391062.4502,Direct Mailer,Web,Active,Mature,Employed,1,Milestone Organic Limited,,1235572.681,Surat,210030,Gujarat,India,1025,"3,00,000PA to 4,00,000PA"
NRI,Hitesh,Shivji,Katira,Male,06-Jun-75,30,Single,117966.7764,SMS,Telephone,Inactive,Acquired,Self Employed,8,Geekay Exim (India) Limited,Private,1280646.622,Mumbai,400001,Maharashtra,India,1026,"1,00,000PA to 2,00,000PA"
Individual,Krishna,Nalin,Vora,Male,10-Jun-67,38,Single,422030.1123,Direct Mailer,Web,Active,Mature,Employed,5,Minisoft Limited,,1108193.913,Pune,200009,Maharashtra,India,1027,"4,00,000PA to 5,00,000PA"
Corporate,Kalpana,Hasmukh,Dedhia,Male,30-Apr-75,30,Married,295762.6159,Direct Mailer,Web,Active,Mature,Unemployed,8,Mahendra Cements Limited,,1148567.804,Baroda,213013,Gujarat,India,1028,"2,00,000PA to 3,00,000PA"
NRI,Nasreen,Aziz,Master,Male,26-Mar-68,37,Single,198876.6639,Direct Mailer,Web,Dormant,Prospect,Employed,2,Midas Pharmasec Limited,,1265787.911,Mangalore,130009,Karnataka,India,1029,"1,00,000PA to 2,00,000PA"
Corporate,Suhasini,Dilip,Satam,Female,06-Nov-78,27,Single,203036.2556,Direct Mailer,Web,Active,Mature,Employed,3,Rusoday & Company Limited,,1329086.904,Mysore,110009,Karnataka,India,1030,"2,00,000PA to 3,00,000PA"
Individual,Supriya,Sunil,Wadia,Male,21-Oct-74,31,Single,264162.7696,Direct Mailer,Web,Active,Mature,Employed,7,Scanet Exports Limited,,1270751.193,Ahmedabad,215008,Gujarat,India,1031,"2,00,000PA to 3,00,000PA"
NRI,Ratnachandra,,Harshadrai,Male,09-Mar-80,25,Married,274485.0133,SMS,Telephone,Inactive,Attrition,Unemployed,4,Signet Fincom Limited,,1074245.574,Bangalore,110001,Karnataka,India,1032,"2,00,000PA to 3,00,000PA"
Individual,Anitha,,Vijayakumar,Male,14-Nov-72,33,Single,141360.4304,Direct Mailer,Web,Active,Mature,Employed,7,Dredging Corporation Of India Limited,,1387514.327,Ahmedabad,215008,Gujarat,India,1033,"1,00,000PA to 2,00,000PA"
